MAE,loss,nasa_metric,val_MAE,val_loss,val_nasa_metric,learning_rate
12.561190605163574,89.75868225097656,8121880.5,14.29714584350586,105.93333435058594,13026354.0,0.0005000000237487257
12.410673141479492,88.53234100341797,8497281.0,15.708894729614258,117.80664825439453,8210546.5,0.0005000000237487257
12.099921226501465,85.58172607421875,8394489.0,14.526103019714355,107.37279510498047,9004807.0,0.0005000000237487257
12.111043930053711,85.26455688476562,7963197.5,14.69624137878418,110.00926971435547,12894587.0,0.0005000000237487257
12.075392723083496,85.4033203125,8604761.0,14.197078704833984,105.24440002441406,11679187.0,0.0005000000237487257
11.770434379577637,82.61251831054688,8468520.0,15.428739547729492,116.86437225341797,11732732.0,0.0005000000237487257
12.294454574584961,87.31815338134766,7614774.5,13.839401245117188,101.56761169433594,11864784.0,0.0005000000237487257
11.401965141296387,79.54899597167969,8391834.0,14.621463775634766,109.3854751586914,10216899.0,0.0005000000237487257
11.611411094665527,81.03522491455078,8103179.0,13.979232788085938,103.71866607666016,12844785.0,0.0005000000237487257
11.590411186218262,80.88684844970703,15674860.0,14.054268836975098,103.59033203125,12544599.0,0.0005000000237487257
11.256410598754883,78.11170959472656,8472390.0,13.820528984069824,100.47348022460938,8898386.0,0.0005000000237487257
11.622017860412598,81.21661376953125,8025833.5,14.062861442565918,104.1724853515625,13497078.0,0.0005000000237487257
11.196645736694336,77.42078399658203,8004148.0,14.670907020568848,109.29523468017578,11312436.0,0.0005000000237487257
11.255800247192383,77.26535034179688,8121221.0,13.761859893798828,101.06536102294922,12717172.0,0.0005000000237487257
10.991842269897461,75.18109893798828,8220990.5,14.639634132385254,109.09392547607422,12831667.0,0.0005000000237487257
10.907292366027832,74.52444458007812,8467800.0,13.80949878692627,101.4535140991211,10243894.0,0.0002500000118743628
10.976022720336914,75.31571197509766,8077008.0,13.740265846252441,100.22687530517578,13442142.0,0.0002500000118743628
11.057340621948242,75.6308364868164,8211331.5,14.420354843139648,107.43316650390625,13333348.0,0.0002500000118743628
10.97669506072998,74.75865936279297,7890134.5,13.658047676086426,99.81572723388672,13572437.0,0.0002500000118743628
10.8074951171875,73.58626556396484,8383723.0,13.972384452819824,102.97339630126953,12196093.0,0.0002500000118743628
10.67090892791748,72.85486602783203,7986499.5,14.115389823913574,103.50408172607422,13672002.0,0.0002500000118743628
10.659005165100098,72.3536376953125,8351249.5,13.689379692077637,100.13231658935547,13476408.0,0.0002500000118743628
10.637175559997559,71.9020767211914,8078822.5,14.095806121826172,103.31658172607422,13922993.0,0.0002500000118743628
10.25558853149414,68.79940795898438,8407634.0,13.81004524230957,100.97783660888672,12160789.0,0.0001250000059371814
10.238726615905762,68.28065490722656,7897709.5,13.527118682861328,98.2579345703125,12499959.0,0.0001250000059371814
10.345207214355469,69.81777954101562,9879974.0,13.82321548461914,101.30986022949219,11524737.0,0.0001250000059371814
10.300616264343262,68.85421752929688,8261509.0,13.597596168518066,98.5261001586914,13138274.0,0.0001250000059371814
9.915922164916992,65.7695083618164,8232229.0,13.541842460632324,98.54695129394531,12759873.0,0.0001250000059371814
10.12697982788086,67.03018951416016,8055277.5,13.83672046661377,100.67292022705078,13931593.0,0.0001250000059371814
10.032984733581543,67.12152862548828,8194199.5,14.14549446105957,104.30075073242188,13002053.0,6.25000029685907e-05
10.082840919494629,67.32697296142578,8342179.5,13.825896263122559,100.75902557373047,12684555.0,6.25000029685907e-05
10.149247169494629,67.93366241455078,8342911.0,13.671286582946777,99.25033569335938,13162286.0,6.25000029685907e-05
9.88099193572998,65.57691955566406,8109838.5,13.779324531555176,100.4658432006836,12737239.0,6.25000029685907e-05
9.998207092285156,66.46538543701172,8334628.0,13.927956581115723,101.5329818725586,13802798.0,3.125000148429535e-05
10.113190650939941,67.35482025146484,19242026.0,13.999563217163086,102.4972915649414,13057274.0,3.125000148429535e-05
9.835797309875488,64.83392333984375,8057116.0,14.0178804397583,102.6003646850586,13531514.0,3.125000148429535e-05
9.905853271484375,65.65648651123047,8382524.0,13.97562026977539,102.3276596069336,13273339.0,3.125000148429535e-05
